"Country" "Region" "Year" "Population" "LifeExpectancy" "HealthExpenditure"
"Bolivia" "Latin America & Caribbean" 2003 8815911 64.0275122 0.5106591122
"Bosnia and Herzegovina" "Europe & Central Asia" 2003 3782717 74.63487805 1.779140127
"Botswana" "Sub-Saharan Africa" 2003 1830127 49.32734146 2.502058458
"Brazil" "Latin America & Caribbean" 2003 181633074 70.99614634 2.136492122
"Brunei Darussalam" "East Asia & Pacific" 2003 348771 76.88080488 5.828743784
"Bulgaria" "Europe & Central Asia" 2003 7823557 72.06585366 2.008483114
"Burkina Faso" "Sub-Saharan Africa" 2003 13395599 51.43236585 0.1760812426
"Burundi" "Sub-Saharan Africa" 2003 6838764 47.02156098 0.06179838178
"Cambodia" "East Asia & Pacific" 2003 13024171 58.88943902 0.2629189847
"Cameroon" "Sub-Saharan Africa" 2003 16783366 49.43556098 0.4033020121
"Canada" "North America" 2003 31676000 79.83902439 26.76717106
"Cape Verde" "Sub-Saharan Africa" 2003 460031 71.06763415 0.8842170504
"Central African Republic" "Sub-Saharan Africa" 2003 3890075 43.67219512 0.1279413044
"Chad" "Sub-Saharan Africa" 2003 9153893 48.03597561 0.172795226
"Chile" "Latin America & Caribbean" 2003 15959793 77.85117073 3.351058319
"China" "East Asia & Pacific" 2003 1288400000 71.76487805 0.6115774456
"Colombia" "Latin America & Caribbean" 2003 41731914 71.78821951 1.343173112
"Comoros" "Sub-Saharan Africa" 2003 609271 58.53165854 0.1990807527
"Congo, Dem. Rep." "Sub-Saharan Africa" 2003 54098245 46.5412439 0.05331366581
"Congo, Rep." "Sub-Saharan Africa" 2003 3365171 54.52965854 0.27118969
"Costa Rica" "Latin America & Caribbean" 2003 4160438 78.28558537 3.429905073
"Cote d'Ivoire" "Sub-Saharan Africa" 2003 17455501 50.73282927 0.2972773289
"Croatia" "Europe & Central Asia" 2003 4440000 74.61390244 4.953815058
"Cuba" "Latin America & Caribbean" 2003 11208029 77.08082927 2.018770982
"Cyprus" "Europe & Central Asia" 2003 998134 78.33019512 12.34765235
"Czech Republic" "Europe & Central Asia" 2003 10207362 75.17073171 6.661721871
"Denmark" "Europe & Central Asia" 2003 5390574 77.14390244 37.51231291
"Djibouti" "Middle East & North Africa" 2003 779640 54.78939024 0.5008479836
"Dominican Republic" "Latin America & Caribbean" 2003 8995398 71.64060976 1.444995428
"Ecuador" "Latin America & Caribbean" 2003 12987992 74.2992439 1.678242229
"Egypt, Arab Rep." "Middle East & North Africa" 2003 71498433 70.69156098 0.5618099087
"El Salvador" "Latin America & Caribbean" 2003 6008523 70.29997561 1.831065028
"Equatorial Guinea" "Sub-Saharan Africa" 2003 571999 48.98892683 1.249705205
"Eritrea" "Sub-Saharan Africa" 2003 4145500 57.65392683 0.06778976428
"Estonia" "Europe & Central Asia" 2003 1353557 71.31707317 3.625562195
"Ethiopia" "Sub-Saharan Africa" 2003 70784012 53.618 0.05923562108
"Fiji" "East Asia & Pacific" 2003 817339 68.16026829 0.9360928851
"Finland" "Europe & Central Asia" 2003 5213014 78.36829268 25.68220292
"France" "Europe & Central Asia" 2003 62242266 79.26341463 31.58756334
"Gabon" "Sub-Saharan Africa" 2003 1317484 59.4837561 1.535291691
"Gambia, The" "Sub-Saharan Africa" 2003 1417818 56.06556098 0.1449297148
"Germany" "Europe & Central Asia" 2003 82534176 78.3804878 32.07061672
"Ghana" "Sub-Saharan Africa" 2003 20610897 59.78573171 0.1795791908
"Greece" "Europe & Central Asia" 2003 11023514 78.84146341 15.76808771
"Grenada" "Latin America & Caribbean" 2003 102195 74.29895122 3.59375991
"Guatemala" "Latin America & Caribbean" 2003 12098576 69.04212195 1.154560121
"Guinea" "Sub-Saharan Africa" 2003 8743954 49.97373171 0.1948729462
"Guinea-Bissau" "Sub-Saharan Africa" 2003 1314795 45.63978049 0.2044550054
"Guyana" "Latin America & Caribbean" 2003 740925 66.13687805 0.556660199
"Haiti" "Latin America & Caribbean" 2003 9075399 59.14178049 0.1656088392
"Honduras" "Latin America & Caribbean" 2003 6609337 71.00346341 1.033296664
"Hungary" "Europe & Central Asia" 2003 10129552 72.3 7.066905352
"Iceland" "Europe & Central Asia" 2003 289521 80.96341463 40.26290058
"India" "South Asia" 2003 1105885689 62.67095122 0.2365646329
"Indonesia" "East Asia & Pacific" 2003 221839235 66.51653659 0.2681440251
"Iran, Islamic Rep." "Middle East & North Africa" 2003 68061695 70.70739024 1.191807169
"Ireland" "Europe & Central Asia" 2003 3996521 77.91756098 29.08080552
"Israel" "Middle East & North Africa" 2003 6689700 79.64878049 14.00145664
"Italy" "Europe & Central Asia" 2003 57604658 79.93170732 21.83514995
"Jamaica" "Latin America & Caribbean" 2003 2625700 70.98219512 1.624366471
"Jordan" "Middle East & North Africa" 2003 5164000 72.42036585 1.859062966
"Kazakhstan" "Europe & Central Asia" 2003 14909019 65.86585366 0.7617440147
"Kenya" "Sub-Saharan Africa" 2003 33805301 52.1272439 0.1960799046
"Korea, Rep." "East Asia & Pacific" 2003 47859000 77.2602439 6.969208688
"Kuwait" "Middle East & North Africa" 2003 2126786 73.97382927 7.271542788
"Kyrgyz Republic" "Europe & Central Asia" 2003 5043300 68.25609756 0.2082518399
"Lao PDR" "East Asia & Pacific" 2003 5582028 63.19231707 0.1772571756
"Latvia" "Europe & Central Asia" 2003 2325342 71.26585366 2.95000127
"Lebanon" "Middle East & North Africa" 2003 3935421 71.12934146 4.198569486
"Lesotho" "Sub-Saharan Africa" 2003 2028976 44.3637561 0.3299565708
"Liberia" "Sub-Saharan Africa" 2003 3037412 49.62592683 0.04629601171
"Libya" "Middle East & North Africa" 2003 5541062 73.18956098 1.83272735
"Lithuania" "Europe & Central Asia" 2003 3454205 72.06097561 3.510919503
"Luxembourg" "Europe & Central Asia" 2003 451630 77.72682927 49.49089757
"Macedonia, FYR" "Europe & Central Asia" 2003 2027819 73.40997561 2.184757821
"Madagascar" "Sub-Saharan Africa" 2003 16842482 62.45731707 0.1145986446
"Malawi" "Sub-Saharan Africa" 2003 12144945 47.30863415 0.1267199488
"Malaysia" "East Asia & Pacific" 2003 25060184 72.65790244 1.850074043
"Maldives" "South Asia" 2003 286665 73.02441463 1.998116418
"Mali" "Sub-Saharan Africa" 2003 12380104 48.20758537 0.213124347
"Mauritania" "Sub-Saharan Africa" 2003 2882003 57.13292683 0.2393767629
"Mauritius" "Sub-Saharan Africa" 2003 1222811 72.12130081 1.834613758
"Mexico" "Latin America & Caribbean" 2003 103902569 75.00473171 3.974513846
"Micronesia, Fed. Sts." "East Asia & Pacific" 2003 108325 67.61714634 2.152065432
"Moldova" "Europe & Central Asia" 2003 3612869 67.46246341 0.4561052553
"Mongolia" "East Asia & Pacific" 2003 2485177 64.88243902 0.4209457071
"Montenegro" "Europe & Central Asia" 2003 627500 74.28290244 2.485757697
"Morocco" "Middle East & North Africa" 2003 29770316 69.7672439 0.8789203595
"Mozambique" "Sub-Saharan Africa" 2003 19721009 47.66212195 0.1512487646
"Myanmar" "East Asia & Pacific" 2003 45843675 62.46682927 0.03978685132
"Namibia" "Sub-Saharan Africa" 2003 2008342 57.38895122 1.601911764
"Nepal" "South Asia" 2003 26143530 63.98029268 0.1346098899
"Netherlands" "Europe & Central Asia" 2003 16225302 78.49268293 32.42744569
"New Zealand" "East Asia & Pacific" 2003 4027200 79.14634146 16.01804334
"Nicaragua" "Latin America & Caribbean" 2003 5288271 71.08558537 0.6155429557
"Niger" "Sub-Saharan Africa" 2003 12118322 50.38226829 0.0794906787
"Nigeria" "Sub-Saharan Africa" 2003 133067097 47.91636585 0.3836213828
"Norway" "Europe & Central Asia" 2003 4564855 79.3902439 49.37068511
"Oman" "Middle East & North Africa" 2003 2335967 74.07307317 2.937872312
"Pakistan" "South Asia" 2003 153139895 63.73885366 0.1581541902
"Panama" "Latin America & Caribbean" 2003 3125565 74.78 3.146629076
"Papua New Guinea" "East Asia & Pacific" 2003 5803029 59.82531707 0.24828206
"Paraguay" "Latin America & Caribbean" 2003 5675754 70.80980488 0.7084995259
"Peru" "Latin America & Caribbean" 2003 26916342 71.75939024 1.028329096
"Philippines" "East Asia & Pacific" 2003 82293990 67.18936585 0.3310823161
"Poland" "Europe & Central Asia" 2003 38204570 74.59756098 3.543206648
"Portugal" "Europe & Central Asia" 2003 10441075 77.2195122 15.09544156
"Qatar" "Middle East & North Africa" 2003 653500 76.87639024 14.900357
"Romania" "Europe & Central Asia" 2003 21742013 71.3097561 1.459621228
"Russian Federation" "Europe & Central Asia" 2003 144599446.8 65.00756098 1.665965249
"Rwanda" "Sub-Saharan Africa" 2003 8857859 50.44909756 0.1321706006
"Samoa" "East Asia & Pacific" 2003 179141 70.43960976 0.9234585698
"Sao Tome and Principe" "Sub-Saharan Africa" 2003 148038 62.82960976 0.7803239203
"Saudi Arabia" "Middle East & North Africa" 2003 22334371 72.17102439 3.865858238
"Senegal" "Sub-Saharan Africa" 2003 10297956 56.70741463 0.3596108519
"Sierra Leone" "Sub-Saharan Africa" 2003 4730020 42.43078049 0.1950772691
"Singapore" "East Asia & Pacific" 2003 4114800 79.03902439 9.032369939
"Slovak Republic" "Europe & Central Asia" 2003 5379607 73.60487805 3.598764146
"Slovenia" "Europe & Central Asia" 2003 1995733 76.85853659 12.6177997
"Solomon Islands" "East Asia & Pacific" 2003 444344 64.56721951 0.4495930151
"South Africa" "Sub-Saharan Africa" 2003 46116494 52.01343902 3.113058769
"Spain" "Europe & Central Asia" 2003 42004522 79.6195122 17.21662129
"Sri Lanka" "South Asia" 2003 19173000 73.18156098 0.3822535973
"St. Lucia" "Latin America & Caribbean" 2003 160620 73.74146341 2.938078985
"St. Vincent and the Grenadines" "Latin America & Caribbean" 2003 108354 70.74792683 1.736979818
"Sudan" "Sub-Saharan Africa" 2003 29445166 58.71192683 0.1857725965
"Suriname" "Latin America & Caribbean" 2003 486800 68.3342439 1.729404751
"Swaziland" "Sub-Saharan Africa" 2003 1014765 45.96173171 0.984276295
"Sweden" "Europe & Central Asia" 2003 8958229 80.09512195 32.70811234
"Switzerland" "Europe & Central Asia" 2003 7339001 80.53658537 49.40310512
"Syrian Arab Republic" "Middle East & North Africa" 2003 17490104 74.57826829 0.6042429278
"Tajikistan" "Europe & Central Asia" 2003 6336724 64.8474878 0.1094277209
"Tanzania" "Sub-Saharan Africa" 2003 36788281 51.93539024 0.1188060415
"Thailand" "East Asia & Pacific" 2003 65370277 72.91546341 0.7815942653
"Togo" "Sub-Saharan Africa" 2003 5170252 55.12656098 0.1805356978
"Tonga" "East Asia & Pacific" 2003 99659 71.17980488 1.059515699
"Trinidad and Tobago" "Latin America & Caribbean" 2003 1306065 68.33304878 4.252591696
"Tunisia" "Middle East & North Africa" 2003 9839800 73.05121951 1.512958718
"Turkey" "Europe & Central Asia" 2003 66339433 71.16831707 2.418973577
"Turkmenistan" "Europe & Central Asia" 2003 4647912 64.24795122 0.9451307114
"Uganda" "Sub-Saharan Africa" 2003 26641627 48.3852439 0.1798833099
"Ukraine" "Europe & Central Asia" 2003 47812950 68.21073171 0.729594974
"United Arab Emirates" "Middle East & North Africa" 2003 3400959 75.26087805 9.675831362
"United Kingdom" "Europe & Central Asia" 2003 59566259 78.44634146 24.29488509
"United States" "North America" 2003 290107933 76.98780488 59.88795929
"Uruguay" "Latin America & Caribbean" 2003 3303539.568 74.87682927 3.509566416
"Uzbekistan" "Europe & Central Asia" 2003 25567700 67.131 0.2092893404
"Vanuatu" "East Asia & Pacific" 2003 199968 68.6542439 0.5785138077
"Venezuela, RB" "Latin America & Caribbean" 2003 25674000 72.78292683 1.90039303
"Vietnam" "East Asia & Pacific" 2003 80468400 73.12590244 0.2540120329
"Yemen, Rep." "Middle East & North Africa" 2003 19419710 61.51195122 0.3635199631
"Zambia" "Sub-Saharan Africa" 2003 10938261 42.85856098 0.2631932625
"Albania" "Europe & Central Asia" 2004 3124861 75.85912195 1.522703931
"Algeria" "Middle East & North Africa" 2004 32396048 71.36490244 0.8898575548
"Angola" "Sub-Saharan Africa" 2004 15957460 48.00370732 0.5359320707
"Argentina" "Latin America & Caribbean" 2004 38340778 74.54558537 3.270265218
"Armenia" "Europe & Central Asia" 2004 3062612 72.61641463 0.6412593552
"Australia" "East Asia & Pacific" 2004 20127400 80.4902439 28.71998148
"Austria" "Europe & Central Asia" 2004 8171966 79.1804878 37.20131059
"Azerbaijan" "Europe & Central Asia" 2004 8306500 68.45719512 0.8111918072
"Bahamas, The" "Latin America & Caribbean" 2004 314739 73.15782927 13.57969854
"Bahrain" "Middle East & North Africa" 2004 671760 74.27153659 6.60504926
"Bangladesh" "South Asia" 2004 138633401 66.53136585 0.1260633023
"Barbados" "Latin America & Caribbean" 2004 269947 75.80153659 7.314878957
"Belarus" "Europe & Central Asia" 2004 9730000 68.95609756 1.544035856
"Belgium" "Europe & Central Asia" 2004 10421137 78.87804878 35.14051414
"Belize" "Latin America & Caribbean" 2004 282600 74.25992683 1.706935247
"Benin" "Sub-Saharan Africa" 2004 7397985 53.54895122 0.2497867948
"Bhutan" "South Asia" 2004 642400 64.34821951 0.4821485324
"Bolivia" "Latin America & Caribbean" 2004 8982917 64.36929268 0.5211610346
"Bosnia and Herzegovina" "Europe & Central Asia" 2004 3781358 74.65963415 2.428577364
"Botswana" "Sub-Saharan Africa" 2004 1852243 49.7374878 4.274534196
"Brazil" "Latin America & Caribbean" 2004 183873377 71.26178049 2.573944202
"Brunei Darussalam" "East Asia & Pacific" 2004 355943 77.06263415 6.667924876
"Bulgaria" "Europe & Central Asia" 2004 7781161 72.56341463 2.382477796
"Burkina Faso" "Sub-Saharan Africa" 2004 13789736 51.92221951 0.2264250815
"Burundi" "Sub-Saharan Africa" 2004 7039534 47.38036585 0.09449096765
"Cambodia" "East Asia & Pacific" 2004 13193961 59.42863415 0.2873004952
"Cameroon" "Sub-Saharan Africa" 2004 17165267 49.37485366 0.4343563092
"Canada" "North America" 2004 31995000 80.14146341 30.36187895
"Cape Verde" "Sub-Saharan Africa" 2004 466784 71.61778049 1.002224385
"Central African Republic" "Sub-Saharan Africa" 2004 3952281 43.94612195 0.1329740193
"Chad" "Sub-Saharan Africa" 2004 9474792 48.0112439 0.2376589232
"Chile" "Latin America & Caribbean" 2004 16132209 78.08958537 4.103069464
"China" "East Asia & Pacific" 2004 1296075000 71.96234146 0.7012042897
"Colombia" "Latin America & Caribbean" 2004 42385712 72.03678049 1.525613309
"Comoros" "Sub-Saharan Africa" 2004 625876 58.74807317 0.2370517874
"Congo, Dem. Rep." "Sub-Saharan Africa" 2004 55754885 46.78702439 0.06273701158
"Congo, Rep." "Sub-Saharan Africa" 2004 3445765 54.77260976 0.344730958
"Costa Rica" "Latin America & Caribbean" 2004 4235605 78.42841463 3.461773981
"Cote d'Ivoire" "Sub-Saharan Africa" 2004 17731840 51.11139024 0.3686570729
"Croatia" "Europe & Central Asia" 2004 4439000 75.5202439 6.139434052
"Cuba" "Latin America & Caribbean" 2004 11234970 77.37409756 2.085835268
"Cyprus" "Europe & Central Asia" 2004 1015806 78.45009756 13.53430122
"Czech Republic" "Europe & Central Asia" 2004 10216016 75.72195122 7.708832759
"Denmark" "Europe & Central Asia" 2004 5404523 77.49268293 43.82215849
"Djibouti" "Middle East & North Africa" 2004 793738 55.15902439 0.4742566031
"Dominican Republic" "Latin America & Caribbean" 2004 9129965 71.863 1.207692824
"Ecuador" "Latin America & Caribbean" 2004 13208869 74.51641463 1.82086698
"Egypt, Arab Rep." "Middle East & North Africa" 2004 72844998 71.13387805 0.5680725217
"El Salvador" "Latin America & Caribbean" 2004 6028792 70.49963415 1.893082395
"Equatorial Guinea" "Sub-Saharan Africa" 2004 589794 49.17192683 1.890210399
"Eritrea" "Sub-Saharan Africa" 2004 4318343 58.16268293 0.07574849041
"Estonia" "Europe & Central Asia" 2004 1349290 71.9097561 4.573210093
"Ethiopia" "Sub-Saharan Africa" 2004 72526620 54.37065854 0.05992188222
"Fiji" "East Asia & Pacific" 2004 819102 68.34065854 1.19266288
"Finland" "Europe & Central Asia" 2004 5228172 78.71463415 29.68727204
"France" "Europe & Central Asia" 2004 62701871 80.16341463 36.30427195
"Gabon" "Sub-Saharan Africa" 2004 1344171 59.68180488 1.600679763
"Gambia, The" "Sub-Saharan Africa" 2004 1460493 56.35485366 0.1724664219
"Germany" "Europe & Central Asia" 2004 82516260 78.6804878 35.25646445
"Ghana" "Sub-Saharan Africa" 2004 21119911 60.39660976 0.2580499143
"Greece" "Europe & Central Asia" 2004 11061701 79.03902439 18.05312687
"Grenada" "Latin America & Caribbean" 2004 102455 74.54434146 3.357372325
"Guatemala" "Latin America & Caribbean" 2004 12404764 69.36780488 1.237663972
"Guinea" "Sub-Saharan Africa" 2004 8889321 50.56895122 0.2176019454
"Guinea-Bissau" "Sub-Saharan Africa" 2004 1340814 45.8732439 0.2069455951
"Guyana" "Latin America & Caribbean" 2004 743743 66.72687805 0.5668241619
"Haiti" "Latin America & Caribbean" 2004 9212634 59.48807317 0.2229638111
"Honduras" "Latin America & Caribbean" 2004 6743128 71.21204878 1.037831381
"Hungary" "Europe & Central Asia" 2004 10107146 72.64878049 8.28870521
"Iceland" "Europe & Central Asia" 2004 292074 80.99756098 45.6014035
"India" "South Asia" 2004 1122991192 63.01931707 0.2870128761
"Indonesia" "East Asia & Pacific" 2004 224606531 66.7912439 0.2707512836
"Iran, Islamic Rep." "Middle East & North Africa" 2004 68893323 71.02246341 1.458576701
"Ireland" "Europe & Central Asia" 2004 4070262 78.19853659 34.49252159
"Israel" "Middle East & North Africa" 2004 6809000 80.14634146 14.46303383
"Italy" "Europe & Central Asia" 2004 58175310 80.72926829 25.70223239
"Jamaica" "Latin America & Caribbean" 2004 2638100 71.21843902 1.834143492
"Jordan" "Middle East & North Africa" 2004 5290000 72.53146341 2.026039876
"Kazakhstan" "Europe & Central Asia" 2004 15012984 65.88780488 1.132806972
"Kenya" "Sub-Saharan Africa" 2004 34702176 52.48392683 0.1989639844
"Korea, Rep." "East Asia & Pacific" 2004 48039000 77.84658537 7.891420159
"Kuwait" "Middle East & North Africa" 2004 2189485 74.04258537 7.484044532
"Kyrgyz Republic" "Europe & Central Asia" 2004 5104700 68.15365854 0.2456674079
"Lao PDR" "East Asia & Pacific" 2004 5667055 63.82585366 0.1906017212
"Latvia" "Europe & Central Asia" 2004 2312819 72.02682927 3.885310615
"Lebanon" "Middle East & North Africa" 2004 3998042 71.30665854 4.525487665
"Lesotho" "Sub-Saharan Africa" 2004 2047006 44.07590244 0.4598127039
"Liberia" "Sub-Saharan Africa" 2004 3092721 50.82336585 0.1324966805
"Libya" "Middle East & North Africa" 2004 5652797 73.40719512 1.954402037
"Lithuania" "Europe & Central Asia" 2004 3435591 71.96097561 3.741377287
"Luxembourg" "Europe & Central Asia" 2004 458095 79.12195122 61.07194566
"Macedonia, FYR" "Europe & Central Asia" 2004 2033039 73.57717073 2.371510722
"Madagascar" "Sub-Saharan Africa" 2004 17357913 63.32078049 0.09165361168
"Malawi" "Sub-Saharan Africa" 2004 12472794 48.06290244 0.1645055886
"Malaysia" "East Asia & Pacific" 2004 25590453 72.82156098 1.902194138
"Maldives" "South Asia" 2004 290988 73.74314634 2.184107452
"Mali" "Sub-Saharan Africa" 2004 12772264 48.55763415 0.2449687037
"Mauritania" "Sub-Saharan Africa" 2004 2964526 57.1737561 0.2863203286
"Mauritius" "Sub-Saharan Africa" 2004 1233386 72.27674797 2.200325539
"Mexico" "Latin America & Caribbean" 2004 105175967 75.25 4.405838884
"Micronesia, Fed. Sts." "East Asia & Pacific" 2004 108926 67.7525122 2.278436046
"Moldova" "Europe & Central Asia" 2004 3603934 67.62646341 0.6110920267
"Mongolia" "East Asia & Pacific" 2004 2514462 65.48087805 0.4942228535
"Montenegro" "Europe & Central Asia" 2004 626912 74.1264878 2.871067202
"Morocco" "Middle East & North Africa" 2004 30082152 70.09987805 0.9873446612
"Mozambique" "Sub-Saharan Africa" 2004 20246287 47.81960976 0.1664051934
"Myanmar" "East Asia & Pacific" 2004 46070248 62.65170732 0.04920063608
"Namibia" "Sub-Saharan Africa" 2004 2043339 57.85358537 2.092615023
"Nepal" "South Asia" 2004 26717875 64.79895122 0.1643509656
"Netherlands" "Europe & Central Asia" 2004 16281779 79.09512195 37.35373169
"New Zealand" "East Asia & Pacific" 2004 4087500 79.54878049 19.73714298
"Nicaragua" "Latin America & Caribbean" 2004 5356012 71.53978049 0.6625694846
"Niger" "Sub-Saharan Africa" 2004 12546945 51.04356098 0.09035392308
"Nigeria" "Sub-Saharan Africa" 2004 136399438 48.47260976 0.4481724243
"Norway" "Europe & Central Asia" 2004 4591910 79.84146341 54.36267867
"Oman" "Middle East & North Africa" 2004 2378336 73.85517073 3.098237803
"Pakistan" "South Asia" 2004 155860066 63.92080488 0.1774229842
"Panama" "Latin America & Caribbean" 2004 3181969 74.95426829 3.603432595
"Papua New Guinea" "East Asia & Pacific" 2004 5948135 60.19253659 0.304390777
"Paraguay" "Latin America & Caribbean" 2004 5786836 71.03856098 0.8193407648
"Peru" "Latin America & Caribbean" 2004 27242033 72.12868293 1.117315119
"Philippines" "East Asia & Pacific" 2004 83936698 67.31395122 0.3472550041
"Poland" "Europe & Central Asia" 2004 38182222 74.84634146 4.107277903
"Portugal" "Europe & Central Asia" 2004 10501970 77.67073171 17.73968516
"Qatar" "Middle East & North Africa" 2004 715146 77.06360976 15.99290929
"Romania" "Europe & Central Asia" 2004 21684890 71.59427561 1.91022128
"Russian Federation" "Europe & Central Asia" 2004 143849574.2 65.42121951 2.124329369
"Rwanda" "Sub-Saharan Africa" 2004 9009655 51.39641463 0.144229252
"Samoa" "East Asia & Pacific" 2004 179699 70.73239024 1.055327562
"Sao Tome and Principe" "Sub-Saharan Africa" 2004 150311 63.01092683 0.7940881395
"Saudi Arabia" "Middle East & North Africa" 2004 23213767 72.41512195 3.984788827
"Senegal" "Sub-Saharan Africa" 2004 10581316 57.02917073 0.4329446747
"Sierra Leone" "Sub-Saharan Africa" 2004 4952134 43.36860976 0.3433687768
"Singapore" "East Asia & Pacific" 2004 4166700 79.4902439 9.214318066
"Slovak Republic" "Europe & Central Asia" 2004 5382438 73.95853659 5.650730906
"Slovenia" "Europe & Central Asia" 2004 1997012 77.20731707 14.1280505
"Solomon Islands" "East Asia & Pacific" 2004 456919 65.04953659 0.4638011982
"South Africa" "Sub-Saharan Africa" 2004 46664771 51.4252439 4.131808764
"Spain" "Europe & Central Asia" 2004 42691689 79.87073171 20.12726776
"Sri Lanka" "South Asia" 2004 19435000 73.66514634 0.4462216913
"St. Lucia" "Latin America & Caribbean" 2004 162434 73.24292683 3.245134256
"St. Vincent and the Grenadines" "Latin America & Caribbean" 2004 108566 70.91670732 1.790275501
"Sudan" "Sub-Saharan Africa" 2004 30101696 59.16478049 0.2358557406
"Suriname" "Latin America & Caribbean" 2004 493236 68.56956098 2.069273992
"Swaziland" "Sub-Saharan Africa" 2004 1016094 45.74697561 1.300357603
"Sweden" "Europe & Central Asia" 2004 8993531 80.49756098 36.58728288
"Switzerland" "Europe & Central Asia" 2004 7389625 81.08780488 55.02941281
"Syrian Arab Republic" "Middle East & North Africa" 2004 18004797 74.75485366 0.6060244593
"Tajikistan" "Europe & Central Asia" 2004 6391120 65.22953659 0.1397037602
"Tanzania" "Sub-Saharan Africa" 2004 37786946 52.61160976 0.1168593046
"Thailand" "East Asia & Pacific" 2004 66060383 73.05295122 0.8582321748
"Togo" "Sub-Saharan Africa" 2004 5288273 55.20836585 0.2157433235
"Tonga" "East Asia & Pacific" 2004 100286 71.32026829 1.146013214
"Trinidad and Tobago" "Latin America & Caribbean" 2004 1310622 68.44331707 4.911837921
"Tunisia" "Middle East & North Africa" 2004 9932400 73.30243902 1.787462945
"Turkey" "Europe & Central Asia" 2004 67235927 71.64804878 3.109636021
"Turkmenistan" "Europe & Central Asia" 2004 4696771 64.34692683 1.107467898
"Uganda" "Sub-Saharan Africa" 2004 27521632 49.2575122 0.2431011062
"Ukraine" "Europe & Central Asia" 2004 47451600 68.18536585 0.9070392529
"United Arab Emirates" "Middle East & North Africa" 2004 3658042 75.46397561 9.949769722
"United Kingdom" "Europe & Central Asia" 2004 59867866 78.74634146 29.42831909
"United States" "North America" 2004 292805298 77.33902439 63.49208028
"Uruguay" "Latin America & Caribbean" 2004 3301732 75.21634146 3.504246926
"Uzbekistan" "Europe & Central Asia" 2004 25864400 67.17204878 0.2370663469
"Vanuatu" "East Asia & Pacific" 2004 205561 68.99356098 0.6182779478
"Venezuela, RB" "Latin America & Caribbean" 2004 26127000 72.97780488 2.391666929
"Vietnam" "East Asia & Pacific" 2004 81437700 73.43178049 0.3056364751
"Yemen, Rep." "Middle East & North Africa" 2004 20026117 62.09543902 0.3820259437
"Zambia" "Sub-Saharan Africa" 2004 11192422 43.55495122 0.321343224
"Albania" "Europe & Central Asia" 2005 3141800 76.112 1.622615367
"Algeria" "Middle East & North Africa" 2005 32888449 71.64614634 0.9614873071
"Angola" "Sub-Saharan Africa" 2005 16489021 48.53843902 0.6587032824
"Argentina" "Latin America & Caribbean" 2005 38681174 74.74146341 3.944975271
"Armenia" "Europe & Central Asia" 2005 3065954 72.90070732 0.7768620648
"Australia" "East Asia & Pacific" 2005 20394800 80.84146341 31.36474997
"Austria" "Europe & Central Asia" 2005 8227829 79.33170732 38.63120209
"Azerbaijan" "Europe & Central Asia" 2005 8391850 68.92273171 1.212859024
"Bahamas, The" "Latin America & Caribbean" 2005 319358 73.58365854 14.36765323
"Bahrain" "Middle East & North Africa" 2005 724807 74.38773171 6.972995112
"Bangladesh" "South Asia" 2005 140587922 66.93229268 0.1315140337
"Barbados" "Latin America & Caribbean" 2005 270503 75.90095122 7.734757101
"Belarus" "Europe & Central Asia" 2005 9663000 68.85121951 2.117407017
"Belgium" "Europe & Central Asia" 2005 10478617 78.9804878 36.339439
"Belize" "Latin America & Caribbean" 2005 291800 74.53687805 1.78190737
"Benin" "Sub-Saharan Africa" 2005 7633757 53.81373171 0.2702494647
"Bhutan" "South Asia" 2005 659293 64.88063415 0.5397371527
"Bolivia" "Latin America & Caribbean" 2005 9146655 64.70404878 0.5825353977
"Bosnia and Herzegovina" "Europe & Central Asia" 2005 3781001 74.72363415 2.522392738
"Botswana" "Sub-Saharan Africa" 2005 1875673 50.44656098 3.929831119
"Brazil" "Latin America & Caribbean" 2005 185986964 71.52953659 3.87448395
"Brunei Darussalam" "East Asia & Pacific" 2005 363123 77.22858537 6.909780201
"Bulgaria" "Europe & Central Asia" 2005 7739900 72.56097561 2.735259326
"Burkina Faso" "Sub-Saharan Africa" 2005 14198463 52.43519512 0.2644814916
"Burundi" "Sub-Saharan Africa" 2005 7251424 47.75146341 0.1547825865
"Cambodia" "East Asia & Pacific" 2005 13357574 59.97939024 0.3283327264
"Cameroon" "Sub-Saharan Africa" 2005 17553589 49.41241463 0.448562363
"Canada" "North America" 2005 32312000 80.29268293 34.53439371
"Cape Verde" "Sub-Saharan Africa" 2005 472883 72.14065854 1.039110324
"Central African Republic" "Sub-Saharan Africa" 2005 4017880 44.34756098 0.1462354584
"Chad" "Sub-Saharan Africa" 2005 9785902 48.05885366 0.2562827177
"Chile" "Latin America & Caribbean" 2005 16301726 78.27497561 4.932305621
"China" "East Asia & Pacific" 2005 1303720000 72.17131707 0.8037342013
"Colombia" "Latin America & Caribbean" 2005 43040558 72.27978049 2.049200539
"Comoros" "Sub-Saharan Africa" 2005 642974 58.97841463 0.2664510189
"Congo, Dem. Rep." "Sub-Saharan Africa" 2005 57420522 46.99168293 0.06594434171
"Congo, Rep." "Sub-Saharan Africa" 2005 3533177 55.06485366 0.4172167396
"Costa Rica" "Latin America & Caribbean" 2005 4309413 78.5642439 3.640124656
